date,poi,inputsource,bitlength,rounding_factor,subchanneling,subchanneling_bits,ecc,multihashing,counter_total_packets_received,counter_poi_ignored_because_silence,counter_poi_valid_received,counter_matches,counter_data_bits_transmitted,mps,bps,counter_retries_received,script_start_time,duration,comment
2025-03-03T18:30:26.228966,all,ISPN,2,0,none,0,hamming+,0,9835,0,9062,517,298,3.717631695,2.142851538,368,1741022887,139.0670304,Version 3.2
2025-03-03T18:30:44.785286,all,ISPN,2,0,none,0,hamming+,2,581,0,419,219,298,17.58820273,23.93280554,70,1741023032,12.45152807,Version 3.2
2025-03-03T18:30:58.862202,all,ISPN,2,0,none,0,hamming+,4,327,0,201,201,298,25.01360242,37.08484338,52,1741023051,8.035627842,Version 3.2
2025-03-03T18:31:10.563734,all,ISPN,2,0,none,0,hamming+,8,261,0,181,181,298,31.92407479,52.56007894,32,1741023065,5.669702291,Version 3.2
2025-03-03T18:31:31.732696,all,ISPN,2,0,none,0,inline-hamming+,0,958,0,786,205,298,13.57271966,19.7300998,56,1741023077,15.10382628,Version 3.2
2025-03-03T18:31:42.476639,all,ISPN,2,0,none,0,inline-hamming+,2,316,0,205,169,298,36.04739474,63.56286173,20,1741023098,4.688272238,Version 3.2
2025-03-03T18:31:52.668201,all,ISPN,2,0,none,0,inline-hamming+,4,262,0,168,168,298,40.34980628,71.57287067,19,1741023109,4.163588762,Version 3.2
2025-03-03T18:32:02.769488,all,ISPN,2,0,none,0,inline-hamming+,8,275,0,167,167,298,41.09703176,73.33482314,18,1741023119,4.06355381,Version 3.2
2025-03-03T18:39:37.522993,all,timestamp,2,0,none,0,none,2,7483,0,7335,149,298,1.68725452,3.37450904,0,1741023489,88.30914259,Version 3.2
2025-03-03T18:39:45.661819,all,timestamp,2,0,none,0,none,4,279,0,149,149,298,73.02822404,146.0564481,0,1741023584,2.040307045,Version 3.2
2025-03-03T18:39:57.965588,all,timestamp,2,0,none,0,none,8,336,0,186,186,298,29.69029106,47.56831578,37,1741023592,6.264674187,Version 3.2
2025-03-03T18:58:10.192561,all,timestamp,2,0,none,0,hamming,8,278,0,184,184,298,30.52263463,49.43339739,35,1741024684,6.02831316,Version 3.2
2025-03-03T19:09:45.246628,all,timestamp,2,0,none,0,hamming+,2,26868,0,25850,595,298,1.808869137,0.905954627,446,1741025056,328.9347956,Version 3.2
2025-03-03T19:10:00.421594,all,timestamp,2,0,none,0,hamming+,4,626,0,570,172,298,19.01453068,32.9437799,23,1741025391,9.045713663,Version 3.2
2025-03-03T19:10:14.360837,all,timestamp,2,0,none,0,hamming+,8,308,0,200,200,298,25.32042367,37.72743127,51,1741025406,7.898761988,Version 3.2
2025-03-03T19:17:00.604758,all,timestamp,2,0,none,0,inline-hamming+,2,3465,0,3315,150,298,3.737704365,7.425572672,1,1741025780,40.13158488,Version 3.2
2025-03-03T19:17:08.994779,all,timestamp,2,0,none,0,inline-hamming+,4,269,0,152,152,298,64.97657891,127.3882929,3,1741025827,2.339304447,Version 3.2
2025-03-03T19:17:17.054247,all,timestamp,2,0,none,0,inline-hamming+,8,286,0,149,149,298,74.15327811,148.3065562,0,1741025835,2.009351492,Version 3.2
2025-03-03T19:29:31.960196,broadcast_bpf,IPD,2,2,none,0,none,4,314,0,204,204,298,24.34642363,35.56487373,55,1741026564,8.37905407,Version 3.2
2025-03-03T19:29:45.029633,broadcast_bpf,IPD,2,2,none,0,none,8,278,0,192,192,298,27.40419338,42.5335918,43,1741026578,7.006227016,Version 3.2
2025-03-03T19:47:57.918918,broadcast_bpf,IPD,2,2,none,0,hamming,8,291,0,189,189,298,28.27589307,44.58315415,40,1741027671,6.684139013,Version 3.2
2025-03-03T20:06:12.643017,broadcast_bpf,IPD,2,2,none,0,hamming+,8,329,0,205,205,298,24.08400998,35.0099267,56,1741028764,8.511871576,Version 3.2
2025-03-03T20:18:26.146472,broadcast_bpf,IPD,2,2,none,0,inline-hamming+,4,287,0,195,195,298,26.58020841,40.62001081,46,1741029499,7.336285591,Version 3.2
2025-03-03T20:18:39.159991,broadcast_bpf,IPD,2,2,none,0,inline-hamming+,8,278,0,192,192,298,27.55664168,42.77020427,43,1741029512,6.967467308,Version 3.2
2025-03-03T20:19:03.147584,broadcast_bpf,ISD,2,2,none,0,none,0,1134,0,941,211,298,12.03628148,16.99910844,62,1741029526,17.53033113,Version 3.2
2025-03-03T20:19:14.858483,broadcast_bpf,ISD,2,2,none,0,none,4,285,0,181,181,298,31.98214185,52.65568105,32,1741029549,5.659408331,Version 3.2
2025-03-03T20:21:56.506288,broadcast_bpf,ISD,2,2,none,0,hamming,0,12260,0,11619,416,298,2.673578341,1.915207561,267,1741029561,155.5967124,Version 3.2
2025-03-03T20:23:30.483278,broadcast_bpf,ISD,2,2,none,0,hamming,2,6436,0,5942,356,298,4.052418724,3.392193201,207,1741029723,87.8487699,Version 3.2
2025-03-03T20:23:53.149766,broadcast_bpf,ISD,2,2,none,0,hamming,4,868,0,661,232,298,13.98459186,17.96296713,83,1741029817,16.58968687,Version 3.2
2025-03-03T20:24:06.503211,broadcast_bpf,ISD,2,2,none,0,hamming,8,297,0,194,194,298,26.68581559,40.99161364,45,1741029839,7.269779682,Version 3.2
2025-03-03T20:25:03.492195,broadcast_bpf,ISD,2,2,none,0,hamming+,0,3181,0,2775,335,298,6.576291765,5.849955062,186,1741029853,50.94056225,Version 3.2
2025-03-03T20:25:26.890052,broadcast_bpf,ISD,2,2,none,0,hamming+,2,859,0,654,240,298,13.85901493,17.20827687,91,1741029910,17.31724811,Version 3.2
2025-03-03T20:25:39.865114,broadcast_bpf,ISD,2,2,none,0,hamming+,4,297,0,192,192,298,27.69385495,42.98317071,43,1741029933,6.932945967,Version 3.2
2025-03-03T20:25:52.612333,broadcast_bpf,ISD,2,2,none,0,hamming+,8,286,0,190,190,298,28.39368945,44.5332603,41,1741029946,6.691627741,Version 3.2
2025-03-03T20:26:13.264544,broadcast_bpf,ISD,2,2,none,0,inline-hamming+,0,965,0,802,198,298,13.56168932,20.41102737,49,1741029959,14.59995103,Version 3.2
2025-03-03T20:26:27.080096,broadcast_bpf,ISD,2,2,none,0,inline-hamming+,2,398,0,274,190,298,24.47162956,38.38181899,41,1741029979,7.764092684,Version 3.2
2025-03-03T20:26:39.134409,broadcast_bpf,ISD,2,2,none,0,inline-hamming+,4,284,0,183,183,298,30.53584705,49.72504055,34,1741029993,5.9929564,Version 3.2
2025-03-03T20:26:52.550693,broadcast_bpf,ISD,2,2,none,0,inline-hamming+,8,324,0,194,194,298,26.5058292,40.7151397,45,1741030005,7.319144726,Version 3.2
2025-03-03T20:27:25.056105,broadcast_bpf,ICD,2,2,none,0,none,0,1357,0,1086,263,298,10.13043853,11.47859575,114,1741030019,25.96136379,Version 3.2
2025-03-03T20:27:41.316782,broadcast_bpf,ICD,2,2,none,0,none,2,460,0,302,209,298,20.9640231,29.89128653,60,1741030051,9.969460487,Version 3.2
2025-03-03T20:27:53.852451,broadcast_bpf,ICD,2,2,none,0,none,4,287,0,188,188,298,29.07570129,46.08807971,39,1741030067,6.465880156,Version 3.2
2025-03-03T20:28:06.988373,broadcast_bpf,ICD,2,2,none,0,none,8,313,0,193,193,298,27.35849357,42.24264811,44,1741030080,7.054481983,Version 3.2
2025-03-03T20:31:31.741481,broadcast_bpf,ICD,2,2,none,0,hamming,0,15593,0,14876,456,298,2.295196187,1.499930841,307,1741030093,198.6758268,Version 3.2
2025-03-03T20:32:22.590964,broadcast_bpf,ICD,2,2,none,0,hamming,2,2946,0,2618,283,298,6.338597144,6.67456519,134,1741030298,44.64710307,Version 3.2
2025-03-03T20:32:44.537349,broadcast_bpf,ICD,2,2,none,0,hamming,4,797,0,609,229,298,14.44643999,18.79929745,80,1741030349,15.8516562,Version 3.2
2025-03-03T20:32:57.935304,broadcast_bpf,ICD,2,2,none,0,hamming,8,299,0,194,194,298,26.55394228,40.78904536,45,1741030371,7.305883169,Version 3.2
2025-03-03T20:34:03.821671,broadcast_bpf,ICD,2,2,none,0,hamming+,0,3738,0,3290,356,298,5.954890989,4.98471212,207,1741030384,59.78279042,Version 3.2
